Datum,Temperatur,id,Warengruppe,Umsatz,Year,Week,AverageTemp,Temp_vs_Avg
2012-05-31,13.26,,,,2012,22,17.829175257731958,Significantly colder
2012-06-01,12.89,,,,2012,22,17.829175257731958,Significantly colder
2012-06-02,12.46,,,,2012,22,17.829175257731958,Significantly colder
2012-06-03,12.35,,,,2012,22,17.829175257731958,Significantly colder
2012-06-04,13.21,,,,2012,23,18.9559793814433,Significantly colder
2012-06-05,13.21,,,,2012,23,18.9559793814433,Significantly colder
2012-06-06,13.84,,,,2012,23,18.9559793814433,Significantly colder
2012-06-07,15.19,,,,2012,23,18.9559793814433,Significantly colder
2012-06-08,19.34,,,,2012,23,18.9559793814433,Normal
2012-06-09,14.6,,,,2012,23,18.9559793814433,Significantly colder
2012-06-10,15.0,,,,2012,23,18.9559793814433,Significantly colder
2012-06-11,16.52,,,,2012,24,18.446153846153845,Slightly colder
2012-06-12,14.11,,,,2012,24,18.446153846153845,Significantly colder
2012-06-13,15.16,,,,2012,24,18.446153846153845,Significantly colder
2012-06-14,14.05,,,,2012,24,18.446153846153845,Significantly colder
2012-06-15,18.31,,,,2012,24,18.446153846153845,Normal
2012-06-16,18.46,,,,2012,24,18.446153846153845,Normal
2012-06-17,16.96,,,,2012,24,18.446153846153845,Slightly colder
2012-06-18,19.59,,,,2012,25,18.228341968911916,Slightly warmer
2012-06-19,17.31,,,,2012,25,18.228341968911916,Slightly colder
2012-06-20,17.65,,,,2012,25,18.228341968911916,Slightly colder
2012-06-21,18.51,,,,2012,25,18.228341968911916,Normal
2012-06-22,18.32,,,,2012,25,18.228341968911916,Normal
2012-06-23,16.89,,,,2012,25,18.228341968911916,Slightly colder
2012-06-24,12.88,,,,2012,25,18.228341968911916,Significantly colder
2012-06-25,13.89,,,,2012,26,18.14081632653061,Significantly colder
2012-06-26,14.3,,,,2012,26,18.14081632653061,Significantly colder
2012-06-27,14.56,,,,2012,26,18.14081632653061,Significantly colder
2012-06-28,18.26,,,,2012,26,18.14081632653061,Normal
2012-06-29,22.75,,,,2012,26,18.14081632653061,Significantly warmer
2012-06-30,23.14,,,,2012,26,18.14081632653061,Significantly warmer
2012-07-01,19.51,,,,2012,26,18.14081632653061,Slightly warmer
2012-07-02,19.44,,,,2012,27,20.525277777777777,Slightly colder
2012-07-03,20.54,,,,2012,27,20.525277777777777,Normal
2012-07-04,19.95,,,,2012,27,20.525277777777777,Slightly colder
2012-07-05,17.26,,,,2012,27,20.525277777777777,Significantly colder
2012-07-06,18.54,,,,2012,27,20.525277777777777,Slightly colder
2012-07-07,20.79,,,,2012,27,20.525277777777777,Normal
2012-07-08,22.98,,,,2012,27,20.525277777777777,Significantly warmer
2012-07-09,16.5,,,,2012,28,19.393228699551567,Significantly colder
2012-07-10,18.82,,,,2012,28,19.393228699551567,Slightly colder
2012-07-11,17.15,,,,2012,28,19.393228699551567,Significantly colder
2012-07-12,15.49,,,,2012,28,19.393228699551567,Significantly colder
2012-07-13,17.09,,,,2012,28,19.393228699551567,Significantly colder
2012-07-14,17.91,,,,2012,28,19.393228699551567,Slightly colder
2012-07-15,16.38,,,,2012,28,19.393228699551567,Significantly colder
2012-07-16,16.88,,,,2012,29,22.088721461187216,Significantly colder
2012-07-17,17.14,,,,2012,29,22.088721461187216,Significantly colder
2012-07-18,16.95,,,,2012,29,22.088721461187216,Significantly colder
2012-07-19,15.81,,,,2012,29,22.088721461187216,Significantly colder
2012-07-20,15.25,,,,2012,29,22.088721461187216,Significantly colder
2012-07-21,16.16,,,,2012,29,22.088721461187216,Significantly colder
2012-07-22,18.32,,,,2012,29,22.088721461187216,Significantly colder
2012-07-23,22.48,,,,2012,30,22.94689497716895,Normal
2012-07-25,25.65,,,,2012,30,22.94689497716895,Significantly warmer
2012-07-26,22.59,,,,2012,30,22.94689497716895,Normal
2012-07-27,26.08,,,,2012,30,22.94689497716895,Significantly warmer
2012-07-28,18.95,,,,2012,30,22.94689497716895,Significantly colder
2012-07-29,16.04,,,,2012,30,22.94689497716895,Significantly colder
2012-07-30,15.19,,,,2012,31,21.472499999999997,Significantly colder
2012-07-31,17.16,,,,2012,31,21.472499999999997,Significantly colder
2012-08-01,21.06,,,,2012,31,21.472499999999997,Normal
2012-08-02,22.72,,,,2012,31,21.472499999999997,Slightly warmer
2012-08-03,20.69,,,,2012,31,21.472499999999997,Slightly colder
2012-08-04,18.23,,,,2012,31,21.472499999999997,Significantly colder
2012-08-05,21.61,,,,2012,31,21.472499999999997,Normal
2012-08-06,19.58,,,,2012,32,20.30767955801105,Slightly colder
2012-08-07,17.31,,,,2012,32,20.30767955801105,Significantly colder
2012-08-08,17.9,,,,2012,32,20.30767955801105,Significantly colder
2012-08-09,18.35,,,,2012,32,20.30767955801105,Slightly colder
2012-08-10,17.3,,,,2012,32,20.30767955801105,Significantly colder
2012-08-11,18.85,,,,2012,32,20.30767955801105,Slightly colder
2012-08-12,19.79,,,,2012,32,20.30767955801105,Slightly colder
2012-08-13,20.04,,,,2012,33,19.920441988950277,Normal
2012-08-14,20.16,,,,2012,33,19.920441988950277,Normal
2012-08-15,20.4,,,,2012,33,19.920441988950277,Normal
2012-08-16,17.32,,,,2012,33,19.920441988950277,Significantly colder
2012-08-17,21.94,,,,2012,33,19.920441988950277,Significantly warmer
2012-08-18,27.52,,,,2012,33,19.920441988950277,Significantly warmer
2012-08-19,26.88,,,,2012,33,19.920441988950277,Significantly warmer
2012-08-20,26.15,,,,2012,34,19.8505291005291,Significantly warmer
2012-08-21,20.81,,,,2012,34,19.8505291005291,Slightly warmer
2012-08-22,20.01,,,,2012,34,19.8505291005291,Normal
2012-08-23,19.84,,,,2012,34,19.8505291005291,Normal
2012-08-24,16.26,,,,2012,34,19.8505291005291,Significantly colder
2012-08-25,18.86,,,,2012,34,19.8505291005291,Slightly colder
2012-08-26,17.32,,,,2012,34,19.8505291005291,Significantly colder
2012-08-27,17.86,,,,2012,35,19.112645502645503,Slightly colder
2012-08-28,19.59,,,,2012,35,19.112645502645503,Normal
2012-08-29,20.66,,,,2012,35,19.112645502645503,Slightly warmer
2012-08-30,19.24,,,,2012,35,19.112645502645503,Normal
2012-08-31,17.29,,,,2012,35,19.112645502645503,Slightly colder
2012-09-01,16.6,,,,2012,35,19.112645502645503,Significantly colder
2012-09-02,19.15,,,,2012,35,19.112645502645503,Normal
2012-09-03,19.48,,,,2012,36,19.477043010752688,Normal
2012-09-04,20.54,,,,2012,36,19.477043010752688,Slightly warmer
2012-09-05,17.14,,,,2012,36,19.477043010752688,Significantly colder
2012-09-06,16.11,,,,2012,36,19.477043010752688,Significantly colder
2012-09-07,16.12,,,,2012,36,19.477043010752688,Significantly colder
2012-09-08,18.46,,,,2012,36,19.477043010752688,Slightly colder
2012-09-09,21.08,,,,2012,36,19.477043010752688,Slightly warmer
2012-09-10,23.12,,,,2012,37,17.447688172043012,Significantly warmer
2012-09-11,17.09,,,,2012,37,17.447688172043012,Normal
2012-09-12,13.96,,,,2012,37,17.447688172043012,Significantly colder
2012-09-13,15.1,,,,2012,37,17.447688172043012,Significantly colder
2012-09-14,13.71,,,,2012,37,17.447688172043012,Significantly colder
2012-09-15,15.62,,,,2012,37,17.447688172043012,Slightly colder
2012-09-16,18.35,,,,2012,37,17.447688172043012,Slightly warmer
2012-09-17,17.44,,,,2012,38,16.62318918918919,Slightly warmer
2012-09-18,15.04,,,,2012,38,16.62318918918919,Slightly colder
2012-09-19,10.64,,,,2012,38,16.62318918918919,Significantly colder
2012-09-20,11.49,,,,2012,38,16.62318918918919,Significantly colder
2012-09-21,14.25,,,,2012,38,16.62318918918919,Significantly colder
2012-09-22,11.5,,,,2012,38,16.62318918918919,Significantly colder
2012-09-23,13.65,,,,2012,38,16.62318918918919,Significantly colder
2012-09-24,10.41,,,,2012,39,15.464361702127661,Significantly colder
2012-09-25,14.92,,,,2012,39,15.464361702127661,Slightly colder
2012-09-26,12.56,,,,2012,39,15.464361702127661,Significantly colder
2012-09-27,13.2,,,,2012,39,15.464361702127661,Significantly colder
2012-09-28,13.56,,,,2012,39,15.464361702127661,Slightly colder
2012-09-29,13.26,,,,2012,39,15.464361702127661,Significantly colder
2012-09-30,13.88,,,,2012,39,15.464361702127661,Slightly colder
2012-10-01,13.86,,,,2012,40,14.203107344632768,Normal
2012-10-02,15.16,,,,2012,40,14.203107344632768,Slightly warmer
2012-10-03,14.18,,,,2012,40,14.203107344632768,Normal
2012-10-04,10.45,,,,2012,40,14.203107344632768,Significantly colder
2012-10-05,9.74,,,,2012,40,14.203107344632768,Significantly colder
2012-10-08,12.44,,,,2012,41,13.285054347826087,Slightly colder
2012-10-09,10.99,,,,2012,41,13.285054347826087,Significantly colder
2012-10-10,10.1,,,,2012,41,13.285054347826087,Significantly colder
2012-10-11,11.44,,,,2012,41,13.285054347826087,Slightly colder
2012-10-12,10.14,,,,2012,41,13.285054347826087,Significantly colder
2012-10-15,9.59,,,,2012,42,12.11745945945946,Significantly colder
2012-10-16,10.89,,,,2012,42,12.11745945945946,Slightly colder
2012-10-17,12.1,,,,2012,42,12.11745945945946,Normal
2012-10-18,16.77,,,,2012,42,12.11745945945946,Significantly warmer
2012-10-19,19.35,,,,2012,42,12.11745945945946,Significantly warmer
2012-10-22,12.68,,,,2012,43,12.365502645502644,Normal
2012-10-23,11.89,,,,2012,43,12.365502645502644,Normal
2012-10-24,10.99,,,,2012,43,12.365502645502644,Slightly colder
2012-10-25,8.74,,,,2012,43,12.365502645502644,Significantly colder
2012-10-26,5.19,,,,2012,43,12.365502645502644,Significantly colder
2012-10-29,3.62,,,,2012,44,10.569064039408866,Significantly colder
2012-10-30,7.06,,,,2012,44,10.569064039408866,Significantly colder
2012-10-31,7.95,,,,2012,44,10.569064039408866,Significantly colder
2012-11-01,5.81,,,,2012,44,10.569064039408866,Significantly colder
2012-11-02,7.48,,,,2012,44,10.569064039408866,Significantly colder
2012-11-05,6.59,,,,2012,45,7.970733944954129,Slightly colder
2012-11-06,7.45,,,,2012,45,7.970733944954129,Slightly colder
2012-11-07,10.3,,,,2012,45,7.970733944954129,Significantly warmer
2012-11-08,9.66,,,,2012,45,7.970733944954129,Slightly warmer
2012-11-09,9.5,,,,2012,45,7.970733944954129,Slightly warmer
2012-11-12,7.31,,,,2012,46,8.469819004524886,Slightly colder
2012-11-13,7.2,,,,2012,46,8.469819004524886,Slightly colder
2012-11-14,9.66,,,,2012,46,8.469819004524886,Slightly warmer
2012-11-15,8.71,,,,2012,46,8.469819004524886,Normal
2012-11-16,-0.28,,,,2012,46,8.469819004524886,Significantly colder
2012-11-19,6.12,,,,2012,47,6.897798165137615,Slightly colder
2012-11-20,7.68,,,,2012,47,6.897798165137615,Slightly warmer
2012-11-21,6.19,,,,2012,47,6.897798165137615,Slightly colder
2012-11-22,9.1,,,,2012,47,6.897798165137615,Significantly warmer
2012-11-23,6.7,,,,2012,47,6.897798165137615,Normal
2012-11-26,8.16,,,,2012,48,4.636742081447964,Significantly warmer
2012-11-27,7.62,,,,2012,48,4.636742081447964,Significantly warmer
2012-11-28,5.32,,,,2012,48,4.636742081447964,Slightly warmer
2012-11-29,3.46,,,,2012,48,4.636742081447964,Slightly colder
2012-11-30,0.72,,,,2012,48,4.636742081447964,Significantly colder
2012-12-03,1.03,,,,2012,49,5.039209302325582,Significantly colder
2012-12-04,1.38,,,,2012,49,5.039209302325582,Significantly colder
2012-12-05,-4.79,,,,2012,49,5.039209302325582,Significantly colder
2012-12-06,-4.45,,,,2012,49,5.039209302325582,Significantly colder
2012-12-07,-1.79,,,,2012,49,5.039209302325582,Significantly colder
2012-12-10,0.19,,,,2012,50,4.44739534883721,Significantly colder
2012-12-11,-1.86,,,,2012,50,4.44739534883721,Significantly colder
2012-12-12,-5.74,,,,2012,50,4.44739534883721,Significantly colder
2012-12-13,-2.06,,,,2012,50,4.44739534883721,Significantly colder
2012-12-14,-2.69,,,,2012,50,4.44739534883721,Significantly colder
2012-12-17,4.19,,,,2012,51,6.421121495327103,Significantly colder
2012-12-18,3.64,,,,2012,51,6.421121495327103,Significantly colder
2012-12-19,2.86,,,,2012,51,6.421121495327103,Significantly colder
2012-12-20,2.09,,,,2012,51,6.421121495327103,Significantly colder
2012-12-21,-0.21,,,,2012,51,6.421121495327103,Significantly colder
2013-04-30,11.12,,,,2013,18,13.66964705882353,Significantly colder
2013-05-01,9.9,,,,2013,18,13.66964705882353,Significantly colder
2013-05-02,11.04,,,,2013,18,13.66964705882353,Significantly colder
2013-05-03,12.91,,,,2013,18,13.66964705882353,Slightly colder
2013-05-04,17.95,,,,2013,18,13.66964705882353,Significantly warmer
2013-05-05,16.21,,,,2013,18,13.66964705882353,Significantly warmer
2013-05-06,15.68,,,,2013,19,15.136938775510204,Slightly warmer
2013-05-07,17.41,,,,2013,19,15.136938775510204,Significantly warmer
2013-05-08,18.81,,,,2013,19,15.136938775510204,Significantly warmer
2013-05-09,16.12,,,,2013,19,15.136938775510204,Slightly warmer
2013-05-10,15.5,,,,2013,19,15.136938775510204,Normal
2013-05-11,15.41,,,,2013,19,15.136938775510204,Normal
2013-05-12,11.71,,,,2013,19,15.136938775510204,Significantly colder
2013-05-13,11.44,,,,2013,20,15.801173469387756,Significantly colder
2013-05-14,12.6,,,,2013,20,15.801173469387756,Significantly colder
2013-05-15,20.54,,,,2013,20,15.801173469387756,Significantly warmer
2013-05-16,16.16,,,,2013,20,15.801173469387756,Normal
2013-05-17,21.31,,,,2013,20,15.801173469387756,Significantly warmer
2013-05-18,13.85,,,,2013,20,15.801173469387756,Slightly colder
2013-05-19,13.05,,,,2013,20,15.801173469387756,Significantly colder
2013-05-20,15.78,,,,2013,21,17.690210526315788,Slightly colder
2013-05-21,12.52,,,,2013,21,17.690210526315788,Significantly colder
2013-05-22,9.06,,,,2013,21,17.690210526315788,Significantly colder
2013-05-23,10.52,,,,2013,21,17.690210526315788,Significantly colder
2013-05-24,12.5,,,,2013,21,17.690210526315788,Significantly colder
2013-05-25,11.34,,,,2013,21,17.690210526315788,Significantly colder
2013-05-26,14.16,,,,2013,21,17.690210526315788,Significantly colder
2013-05-27,14.79,,,,2013,22,17.829175257731958,Significantly colder
2013-05-28,15.4,,,,2013,22,17.829175257731958,Significantly colder
2013-05-29,13.66,,,,2013,22,17.829175257731958,Significantly colder
2013-05-30,16.12,,,,2013,22,17.829175257731958,Slightly colder
2013-05-31,17.65,,,,2013,22,17.829175257731958,Normal
2013-06-01,20.39,,,,2013,22,17.829175257731958,Significantly warmer
2013-06-02,14.98,,,,2013,22,17.829175257731958,Significantly colder
2013-06-03,17.35,,,,2013,23,18.9559793814433,Slightly colder
2013-06-04,17.16,,,,2013,23,18.9559793814433,Slightly colder
2013-06-05,19.09,,,,2013,23,18.9559793814433,Normal
2013-06-06,20.85,,,,2013,23,18.9559793814433,Slightly warmer
2013-06-07,19.7,,,,2013,23,18.9559793814433,Slightly warmer
2013-06-08,16.96,,,,2013,23,18.9559793814433,Slightly colder
2013-06-09,15.89,,,,2013,23,18.9559793814433,Significantly colder
2013-06-10,17.73,,,,2013,24,18.446153846153845,Slightly colder
2013-06-11,16.66,,,,2013,24,18.446153846153845,Slightly colder
2013-06-12,22.35,,,,2013,24,18.446153846153845,Significantly warmer
2013-06-14,16.71,,,,2013,24,18.446153846153845,Slightly colder
2013-06-15,17.09,,,,2013,24,18.446153846153845,Slightly colder
2013-06-16,15.59,,,,2013,24,18.446153846153845,Significantly colder
2013-06-17,17.9,,,,2013,25,18.228341968911916,Normal
2013-06-18,20.05,,,,2013,25,18.228341968911916,Slightly warmer
2013-06-19,23.54,,,,2013,25,18.228341968911916,Significantly warmer
2013-06-20,21.84,,,,2013,25,18.228341968911916,Significantly warmer
2013-06-21,19.58,,,,2013,25,18.228341968911916,Slightly warmer
2013-06-22,19.74,,,,2013,25,18.228341968911916,Slightly warmer
2013-06-23,17.54,,,,2013,25,18.228341968911916,Slightly colder
2013-06-24,15.95,,,,2013,26,18.14081632653061,Significantly colder
2013-06-25,15.18,,,,2013,26,18.14081632653061,Significantly colder
2013-06-26,13.82,,,,2013,26,18.14081632653061,Significantly colder
2013-06-27,12.55,,,,2013,26,18.14081632653061,Significantly colder
2013-06-28,13.05,,,,2013,26,18.14081632653061,Significantly colder
2013-06-29,14.84,,,,2013,26,18.14081632653061,Significantly colder
2013-06-30,14.01,,,,2013,26,18.14081632653061,Significantly colder
2013-07-01,17.84,1307011.0,1.0,148.83,2013,27,20.525277777777777,Significantly colder
2013-07-01,17.84,1307012.0,2.0,535.86,2013,27,20.525277777777777,Significantly colder
2013-07-01,17.84,1307013.0,3.0,201.2,2013,27,20.525277777777777,Significantly colder
2013-07-01,17.84,1307014.0,4.0,65.89,2013,27,20.525277777777777,Significantly colder
2013-07-01,17.84,1307015.0,5.0,317.48,2013,27,20.525277777777777,Significantly colder
2013-07-02,17.31,1307021.0,1.0,159.79,2013,27,20.525277777777777,Significantly colder
2013-07-02,17.31,1307022.0,2.0,546.78,2013,27,20.525277777777777,Significantly colder
2013-07-02,17.31,1307023.0,3.0,265.26,2013,27,20.525277777777777,Significantly colder
2013-07-02,17.31,1307024.0,4.0,74.54,2013,27,20.525277777777777,Significantly colder
2013-07-02,17.31,1307025.0,5.0,383.63,2013,27,20.525277777777777,Significantly colder
