Datum,Weekday,Bewoelkung,Temperatur,Windgeschwindigkeit,Wettercode,id,Warengruppe,Umsatz,KielerWoche,AverageTemp,Temp_Deviation,Temp_vs_Avg
2012-02-28,Tuesday,8.0,7.68,14,51.0,,,,,4.5156613756613755,3.1643386243386242,Significantly warmer
2012-02-29,Wednesday,8.0,7.78,10,47.0,,,,,4.5156613756613755,3.2643386243386248,Significantly warmer
2012-03-01,Thursday,6.0,7.62,12,43.0,,,,,4.5156613756613755,3.1043386243386246,Significantly warmer
2012-03-02,Friday,7.0,5.91,6,28.0,,,,,4.5156613756613755,1.3943386243386247,Slightly warmer
2012-03-03,Saturday,5.0,7.04,14,,,,,,4.5156613756613755,2.5243386243386245,Significantly warmer
2012-03-04,Sunday,7.0,4.68,8,,,,,,4.5156613756613755,0.16433862433862423,Normal
2012-03-05,Monday,7.0,4.88,10,,,,,,6.545691489361702,-1.665691489361702,Slightly colder
2012-03-06,Tuesday,4.0,4.51,10,,,,,,6.545691489361702,-2.035691489361702,Significantly colder
2012-03-07,Wednesday,7.0,4.05,10,61.0,,,,,6.545691489361702,-2.495691489361702,Significantly colder
2012-03-08,Thursday,2.0,7.51,14,,,,,,6.545691489361702,0.9643085106382978,Slightly warmer
2012-03-09,Friday,8.0,7.82,14,10.0,,,,,6.545691489361702,1.2743085106382983,Slightly warmer
2012-03-10,Saturday,6.0,8.7,19,10.0,,,,,6.545691489361702,2.1543085106382973,Significantly warmer
2012-03-11,Sunday,6.0,8.95,14,,,,,,6.545691489361702,2.4043085106382973,Significantly warmer
2012-03-12,Monday,5.0,9.01,18,,,,,,6.935449735449735,2.0745502645502647,Significantly warmer
2012-03-13,Tuesday,6.0,9.95,16,1.0,,,,,6.935449735449735,3.014550264550264,Significantly warmer
2012-03-14,Wednesday,7.0,7.79,10,,,,,,6.935449735449735,0.854550264550265,Slightly warmer
2012-03-15,Thursday,6.0,7.4,8,,,,,,6.935449735449735,0.46455026455026527,Normal
2012-03-16,Friday,3.0,12.04,14,10.0,,,,,6.935449735449735,5.104550264550264,Significantly warmer
2012-03-17,Saturday,6.0,9.78,14,10.0,,,,,6.935449735449735,2.8445502645502643,Significantly warmer
2012-03-18,Sunday,7.0,9.84,16,61.0,,,,,6.935449735449735,2.9045502645502648,Significantly warmer
2012-03-19,Monday,4.0,8.11,18,,,,,,8.297348066298342,-0.18734806629834289,Normal
2012-03-20,Tuesday,7.0,8.09,18,51.0,,,,,8.297348066298342,-0.20734806629834246,Normal
2012-03-21,Wednesday,5.0,12.62,16,,,,,,8.297348066298342,4.322651933701657,Significantly warmer
2012-03-22,Thursday,0.0,12.76,6,2.0,,,,,8.297348066298342,4.4626519337016575,Significantly warmer
2012-03-23,Friday,0.0,13.49,6,,,,,,8.297348066298342,5.192651933701658,Significantly warmer
2012-03-24,Saturday,5.0,7.84,8,10.0,,,,,8.297348066298342,-0.45734806629834246,Normal
2012-03-25,Sunday,0.0,13.14,10,1.0,,,,,8.297348066298342,4.842651933701658,Significantly warmer
2012-03-26,Monday,7.0,8.49,8,51.0,,,,,9.04735135135135,-0.5573513513513504,Slightly colder
2012-03-27,Tuesday,4.0,15.5,10,,,,,,9.04735135135135,6.452648648648649,Significantly warmer
2012-03-28,Wednesday,3.0,14.84,18,5.0,,,,,9.04735135135135,5.792648648648649,Significantly warmer
2012-03-29,Thursday,6.0,8.99,19,21.0,,,,,9.04735135135135,-0.05735135135135039,Normal
2012-03-30,Friday,3.0,9.96,18,1.0,,,,,9.04735135135135,0.9126486486486503,Slightly warmer
2012-03-31,Saturday,4.0,6.11,19,61.0,,,,,9.04735135135135,-2.9373513513513503,Significantly colder
2012-04-01,Sunday,7.0,6.52,19,25.0,,,,,9.04735135135135,-2.527351351351351,Significantly colder
2012-04-02,Monday,7.0,5.59,16,,,,,,10.008251366120218,-4.418251366120218,Significantly colder
2012-04-03,Tuesday,7.0,3.3,10,22.0,,,,,10.008251366120218,-6.708251366120218,Significantly colder
2012-04-04,Wednesday,7.0,4.59,18,21.0,,,,,10.008251366120218,-5.418251366120218,Significantly colder
2012-04-05,Thursday,1.0,5.64,10,,,,,,10.008251366120218,-4.3682513661202185,Significantly colder
2012-04-06,Friday,7.0,6.2,18,61.0,,,,,10.008251366120218,-3.808251366120218,Significantly colder
2012-04-07,Saturday,4.0,3.71,19,,,,,,10.008251366120218,-6.298251366120218,Significantly colder
2012-04-08,Sunday,2.0,5.75,10,,,,,,10.008251366120218,-4.258251366120218,Significantly colder
2012-04-09,Monday,8.0,6.51,10,58.0,,,,,9.900918918918919,-3.390918918918919,Significantly colder
2012-04-10,Tuesday,8.0,10.59,10,61.0,,,,,9.900918918918919,0.6890810810810812,Slightly warmer
2012-04-11,Wednesday,7.0,10.48,12,,,,,,9.900918918918919,0.5790810810810818,Slightly warmer
2012-04-12,Thursday,6.0,9.57,12,81.0,,,,,9.900918918918919,-0.33091891891891834,Normal
2012-04-13,Friday,7.0,8.72,10,,,,,,9.900918918918919,-1.180918918918918,Slightly colder
2012-04-14,Saturday,6.0,8.81,8,25.0,,,,,9.900918918918919,-1.0909189189189181,Slightly colder
2012-04-15,Sunday,7.0,8.07,10,21.0,,,,,9.900918918918919,-1.8309189189189183,Slightly colder
2012-04-16,Monday,4.0,7.5,16,80.0,,,,,11.503858695652173,-4.003858695652173,Significantly colder
2012-04-17,Tuesday,5.0,8.04,12,,,,,,11.503858695652173,-3.463858695652174,Significantly colder
2012-04-18,Wednesday,6.0,9.61,10,,,,,,11.503858695652173,-1.893858695652174,Slightly colder
2012-04-19,Thursday,2.0,14.24,14,,,,,,11.503858695652173,2.736141304347827,Significantly warmer
2012-04-20,Friday,6.0,9.22,10,95.0,,,,,11.503858695652173,-2.2838586956521727,Significantly colder
2012-04-21,Saturday,6.0,12.2,10,91.0,,,,,11.503858695652173,0.696141304347826,Slightly warmer
2012-04-22,Sunday,6.0,9.99,10,80.0,,,,,11.503858695652173,-1.5138586956521731,Slightly colder
2012-04-23,Monday,6.0,9.95,10,81.0,,,,,10.822978723404255,-0.8729787234042554,Slightly colder
2012-04-24,Tuesday,7.0,10.0,8,61.0,,,,,10.822978723404255,-0.8229787234042547,Slightly colder
2012-04-25,Wednesday,6.0,11.64,12,,,,,,10.822978723404255,0.8170212765957459,Slightly warmer
2012-04-26,Thursday,6.0,14.19,14,60.0,,,,,10.822978723404255,3.367021276595745,Significantly warmer
2012-04-27,Friday,5.0,14.92,12,25.0,,,,,10.822978723404255,4.097021276595745,Significantly warmer
2012-04-28,Saturday,6.0,9.51,18,61.0,,,,,10.822978723404255,-1.312978723404255,Slightly colder
2012-04-29,Sunday,7.0,11.46,23,,,,,,10.822978723404255,0.6370212765957461,Slightly warmer
2012-04-30,Monday,3.0,16.24,8,,,,,,13.66964705882353,2.570352941176468,Significantly warmer
2012-05-01,Tuesday,5.0,13.41,19,,,,,,13.66964705882353,-0.25964705882353023,Normal
2012-05-02,Wednesday,1.0,13.45,12,,,,,,13.66964705882353,-0.21964705882353108,Normal
2012-05-03,Thursday,6.0,16.6,8,,,,,,13.66964705882353,2.930352941176471,Significantly warmer
2012-05-04,Friday,7.0,12.65,10,80.0,,,,,13.66964705882353,-1.01964705882353,Slightly colder
2012-05-05,Saturday,2.0,10.5,8,,,,,,13.66964705882353,-3.1696470588235304,Significantly colder
2012-05-06,Sunday,5.0,8.6,8,,,,,,13.66964705882353,-5.069647058823531,Significantly colder
2012-05-07,Monday,7.0,7.58,6,61.0,,,,,15.136938775510204,-7.556938775510204,Significantly colder
2012-05-08,Tuesday,6.0,16.08,8,,,,,,15.136938775510204,0.943061224489794,Slightly warmer
2012-05-09,Wednesday,6.0,16.85,10,81.0,,,,,15.136938775510204,1.7130612244897971,Slightly warmer
2012-05-10,Thursday,7.0,17.85,12,61.0,,,,,15.136938775510204,2.713061224489797,Significantly warmer
2012-05-11,Friday,5.0,16.52,19,,,,,,15.136938775510204,1.3830612244897953,Slightly warmer
2012-05-12,Saturday,5.0,9.39,23,80.0,,,,,15.136938775510204,-5.746938775510204,Significantly colder
2012-05-13,Sunday,6.0,11.01,10,,,,,,15.136938775510204,-4.1269387755102045,Significantly colder
2012-05-14,Monday,6.0,14.52,12,,,,,,15.801173469387756,-1.2811734693877561,Slightly colder
2012-05-15,Tuesday,7.0,11.45,10,,,,,,15.801173469387756,-4.351173469387756,Significantly colder
2012-05-16,Wednesday,6.0,8.89,19,80.0,,,,,15.801173469387756,-6.911173469387755,Significantly colder
2012-05-17,Thursday,4.0,10.81,18,3.0,,,,,15.801173469387756,-4.991173469387755,Significantly colder
2012-05-18,Friday,6.0,16.21,10,,,,,,15.801173469387756,0.40882653061224516,Normal
2012-05-19,Saturday,5.0,17.76,6,,,,,,15.801173469387756,1.9588265306122459,Slightly warmer
2012-05-20,Sunday,6.0,18.48,10,,,,,,15.801173469387756,2.6788265306122447,Significantly warmer
2012-05-21,Monday,5.0,18.51,14,,,,,,17.690210526315788,0.8197894736842137,Slightly warmer
2012-05-22,Tuesday,4.0,19.2,12,,,,,,17.690210526315788,1.5097894736842115,Slightly warmer
2012-05-23,Wednesday,4.0,18.24,14,,,,,,17.690210526315788,0.5497894736842106,Slightly warmer
2012-05-24,Thursday,0.0,18.86,12,,,,,,17.690210526315788,1.1697894736842116,Slightly warmer
2012-05-25,Friday,0.0,19.85,10,,,,,,17.690210526315788,2.1597894736842136,Significantly warmer
2012-05-26,Saturday,4.0,21.45,8,,,,,,17.690210526315788,3.7597894736842115,Significantly warmer
2012-05-27,Sunday,1.0,19.88,10,,,,,,17.690210526315788,2.189789473684211,Significantly warmer
2012-05-28,Monday,2.0,22.84,14,,,,,,17.829175257731958,5.010824742268042,Significantly warmer
2012-05-29,Tuesday,4.0,15.35,12,,,,,,17.829175257731958,-2.479175257731958,Significantly colder
2012-05-30,Wednesday,6.0,12.94,14,,,,,,17.829175257731958,-4.889175257731958,Significantly colder
2012-05-31,Thursday,7.0,13.26,10,61.0,,,,,17.829175257731958,-4.569175257731958,Significantly colder
2012-06-01,Friday,4.0,12.89,19,25.0,,,,,17.829175257731958,-4.939175257731957,Significantly colder
2012-06-02,Saturday,4.0,12.46,16,25.0,,,,,17.829175257731958,-5.369175257731957,Significantly colder
2012-06-03,Sunday,7.0,12.35,12,,,,,,17.829175257731958,-5.479175257731958,Significantly colder
2012-06-04,Monday,7.0,13.21,14,,,,,,18.9559793814433,-5.7459793814432985,Significantly colder
2012-06-05,Tuesday,5.0,13.21,16,25.0,,,,,18.9559793814433,-5.7459793814432985,Significantly colder
2012-06-06,Wednesday,7.0,13.84,10,61.0,,,,,18.9559793814433,-5.1159793814432994,Significantly colder
2012-06-07,Thursday,7.0,15.19,10,51.0,,,,,18.9559793814433,-3.7659793814433,Significantly colder
2012-06-08,Friday,4.0,19.34,12,95.0,,,,,18.9559793814433,0.38402061855670055,Normal
2012-06-09,Saturday,6.0,14.6,14,61.0,,,,,18.9559793814433,-4.3559793814433,Significantly colder
2012-06-10,Sunday,6.0,15.0,16,51.0,,,,,18.9559793814433,-3.9559793814432993,Significantly colder
2012-06-11,Monday,3.0,16.52,8,,,,,,18.446153846153845,-1.926153846153845,Slightly colder
2012-06-12,Tuesday,7.0,14.11,6,63.0,,,,,18.446153846153845,-4.336153846153845,Significantly colder
2012-06-13,Wednesday,4.0,15.16,12,,,,,,18.446153846153845,-3.2861538461538444,Significantly colder
2012-06-14,Thursday,6.0,14.05,12,,,,,,18.446153846153845,-4.396153846153844,Significantly colder
2012-06-15,Friday,7.0,18.31,8,63.0,,,,,18.446153846153845,-0.13615384615384585,Normal
2012-06-16,Saturday,6.0,18.46,10,25.0,,,,1.0,18.446153846153845,0.013846153846156284,Normal
2012-06-17,Sunday,6.0,16.96,14,25.0,,,,1.0,18.446153846153845,-1.4861538461538437,Slightly colder
2012-06-18,Monday,6.0,19.59,19,95.0,,,,1.0,18.228341968911916,1.3616580310880835,Slightly warmer
2012-06-19,Tuesday,6.0,17.31,6,,,,,1.0,18.228341968911916,-0.9183419689119177,Slightly colder
2012-06-20,Wednesday,6.0,17.65,12,,,,,1.0,18.228341968911916,-0.5783419689119178,Slightly colder
2012-06-21,Thursday,4.0,18.51,16,,,,,1.0,18.228341968911916,0.2816580310880852,Normal
2012-06-22,Friday,4.0,18.32,14,29.0,,,,1.0,18.228341968911916,0.0916580310880839,Normal
2012-06-23,Saturday,6.0,16.89,12,80.0,,,,1.0,18.228341968911916,-1.3383419689119158,Slightly colder
2012-06-24,Sunday,8.0,12.88,12,63.0,,,,1.0,18.228341968911916,-5.348341968911916,Significantly colder
2012-06-25,Monday,6.0,13.89,18,80.0,,,,,18.14081632653061,-4.250816326530611,Significantly colder
2012-06-26,Tuesday,6.0,14.3,18,20.0,,,,,18.14081632653061,-3.840816326530611,Significantly colder
2012-06-27,Wednesday,8.0,14.56,10,,,,,,18.14081632653061,-3.580816326530611,Significantly colder
2012-06-28,Thursday,6.0,18.26,8,,,,,,18.14081632653061,0.11918367346939007,Normal
2012-06-29,Friday,6.0,22.75,8,95.0,,,,,18.14081632653061,4.6091836734693885,Significantly warmer
2012-06-30,Saturday,5.0,23.14,10,,,,,,18.14081632653061,4.999183673469389,Significantly warmer
2012-07-01,Sunday,4.0,19.51,14,,,,,,18.14081632653061,1.36918367346939,Slightly warmer
2012-07-02,Monday,6.0,19.44,10,,,,,,20.525277777777777,-1.085277777777776,Slightly colder
2012-07-03,Tuesday,3.0,20.54,12,,,,,,20.525277777777777,0.014722222222221859,Normal
2012-07-04,Wednesday,5.0,19.95,12,,,,,,20.525277777777777,-0.575277777777778,Slightly colder
2012-07-05,Thursday,7.0,17.26,12,10.0,,,,,20.525277777777777,-3.2652777777777757,Significantly colder
2012-07-06,Friday,7.0,18.54,10,60.0,,,,,20.525277777777777,-1.9852777777777781,Slightly colder
2012-07-07,Saturday,7.0,20.79,4,,,,,,20.525277777777777,0.26472222222222186,Normal
2012-07-08,Sunday,5.0,22.98,10,95.0,,,,,20.525277777777777,2.454722222222223,Significantly warmer
2012-07-09,Monday,7.0,16.5,16,61.0,,,,,19.393228699551567,-2.8932286995515675,Significantly colder
2012-07-10,Tuesday,6.0,18.82,14,1.0,,,,,19.393228699551567,-0.5732286995515672,Slightly colder
2012-07-11,Wednesday,6.0,17.15,14,29.0,,,,,19.393228699551567,-2.243228699551569,Significantly colder
2012-07-12,Thursday,5.0,15.49,14,81.0,,,,,19.393228699551567,-3.9032286995515673,Significantly colder
2012-07-13,Friday,6.0,17.09,6,21.0,,,,,19.393228699551567,-2.3032286995515676,Significantly colder
2012-07-14,Saturday,6.0,17.91,19,25.0,,,,,19.393228699551567,-1.4832286995515673,Slightly colder
2012-07-15,Sunday,5.0,16.38,16,25.0,,,,,19.393228699551567,-3.0132286995515685,Significantly colder
2012-07-16,Monday,5.0,16.88,16,80.0,,,,,22.088721461187216,-5.208721461187217,Significantly colder
2012-07-17,Tuesday,5.0,17.14,18,80.0,,,,,22.088721461187216,-4.9487214611872155,Significantly colder
2012-07-18,Wednesday,7.0,16.95,6,63.0,,,,,22.088721461187216,-5.138721461187217,Significantly colder
2012-07-19,Thursday,7.0,15.81,16,81.0,,,,,22.088721461187216,-6.2787214611872155,Significantly colder
2012-07-20,Friday,6.0,15.25,16,80.0,,,,,22.088721461187216,-6.838721461187216,Significantly colder
2012-07-21,Saturday,6.0,16.16,16,,,,,,22.088721461187216,-5.928721461187216,Significantly colder
2012-07-22,Sunday,4.0,18.32,12,,,,,,22.088721461187216,-3.7687214611872157,Significantly colder
2012-07-23,Monday,2.0,22.48,12,,,,,,22.94689497716895,-0.46689497716894834,Normal
2012-07-25,Wednesday,1.0,25.65,8,,,,,,22.94689497716895,2.70310502283105,Significantly warmer
2012-07-26,Thursday,1.0,22.59,8,,,,,,22.94689497716895,-0.3568949771689489,Normal
2012-07-27,Friday,1.0,26.08,10,,,,,,22.94689497716895,3.1331050228310495,Significantly warmer
2012-07-28,Saturday,7.0,18.95,14,63.0,,,,,22.94689497716895,-3.9968949771689495,Significantly colder
2012-07-29,Sunday,7.0,16.04,8,61.0,,,,,22.94689497716895,-6.90689497716895,Significantly colder
2012-07-30,Monday,6.0,15.19,10,95.0,,,,,21.472499999999997,-6.282499999999997,Significantly colder
2012-07-31,Tuesday,5.0,17.16,12,,,,,,21.472499999999997,-4.3124999999999964,Significantly colder
2012-08-01,Wednesday,6.0,21.06,6,,,,,,21.472499999999997,-0.41249999999999787,Normal
2012-08-02,Thursday,6.0,22.72,10,29.0,,,,,21.472499999999997,1.2475000000000023,Slightly warmer
2012-08-03,Friday,4.0,20.69,10,91.0,,,,,21.472499999999997,-0.7824999999999953,Slightly colder
2012-08-04,Saturday,6.0,18.23,6,61.0,,,,,21.472499999999997,-3.242499999999996,Significantly colder
2012-08-05,Sunday,6.0,21.61,4,,,,,,21.472499999999997,0.13750000000000284,Normal
2012-08-06,Monday,5.0,19.58,16,80.0,,,,,20.30767955801105,-0.7276795580110509,Slightly colder
2012-08-07,Tuesday,6.0,17.31,14,80.0,,,,,20.30767955801105,-2.9976795580110505,Significantly colder
2012-08-08,Wednesday,4.0,17.9,16,80.0,,,,,20.30767955801105,-2.4076795580110506,Significantly colder
2012-08-09,Thursday,5.0,18.35,12,,,,,,20.30767955801105,-1.9576795580110478,Slightly colder
2012-08-10,Friday,6.0,17.3,14,25.0,,,,,20.30767955801105,-3.0076795580110485,Significantly colder
2012-08-11,Saturday,2.0,18.85,10,,,,,,20.30767955801105,-1.4576795580110478,Slightly colder
2012-08-12,Sunday,1.0,19.79,12,,,,,,20.30767955801105,-0.51767955801105,Slightly colder
2012-08-13,Monday,2.0,20.04,14,,,,,,19.920441988950277,0.11955801104972252,Normal
2012-08-14,Tuesday,2.0,20.16,12,,,,,,19.920441988950277,0.23955801104972352,Normal
2012-08-15,Wednesday,1.0,20.4,14,,,,,,19.920441988950277,0.47955801104972196,Normal
2012-08-16,Thursday,6.0,17.32,10,63.0,,,,,19.920441988950277,-2.6004419889502763,Significantly colder
2012-08-17,Friday,5.0,21.94,8,,,,,,19.920441988950277,2.0195580110497247,Significantly warmer
2012-08-18,Saturday,6.0,27.52,8,,,,,,19.920441988950277,7.599558011049723,Significantly warmer
2012-08-19,Sunday,2.0,26.88,8,,,,,,19.920441988950277,6.959558011049722,Significantly warmer
2012-08-20,Monday,3.0,26.15,16,,,,,,19.8505291005291,6.299470899470897,Significantly warmer
2012-08-21,Tuesday,6.0,20.81,6,,,,,,19.8505291005291,0.9594708994708974,Slightly warmer
2012-08-22,Wednesday,4.0,20.01,18,,,,,,19.8505291005291,0.1594708994709002,Normal
2012-08-23,Thursday,5.0,19.84,18,80.0,,,,,19.8505291005291,-0.010529100529101498,Normal
2012-08-24,Friday,7.0,16.26,4,61.0,,,,,19.8505291005291,-3.5905291005291,Significantly colder
2012-08-25,Saturday,6.0,18.86,8,80.0,,,,,19.8505291005291,-0.9905291005291019,Slightly colder
2012-08-26,Sunday,6.0,17.32,14,95.0,,,,,19.8505291005291,-2.530529100529101,Significantly colder
2012-08-27,Monday,2.0,17.86,12,,,,,,19.112645502645503,-1.2526455026455032,Slightly colder
2012-08-28,Tuesday,7.0,19.59,8,61.0,,,,,19.112645502645503,0.4773544973544972,Normal
2012-08-29,Wednesday,4.0,20.66,8,3.0,,,,,19.112645502645503,1.5473544973544975,Slightly warmer
2012-08-30,Thursday,7.0,19.24,6,,,,,,19.112645502645503,0.12735449735449578,Normal
2012-08-31,Friday,3.0,17.29,14,,,,,,19.112645502645503,-1.8226455026455035,Slightly colder
2012-09-01,Saturday,6.0,16.6,12,,,,,,19.112645502645503,-2.5126455026455012,Significantly colder
2012-09-02,Sunday,6.0,19.15,14,,,,,,19.112645502645503,0.03735449735449592,Normal
2012-09-03,Monday,4.0,19.48,12,,,,,,19.477043010752688,0.0029569892473126913,Normal
2012-09-04,Tuesday,4.0,20.54,14,,,,,,19.477043010752688,1.0629569892473114,Slightly warmer
2012-09-05,Wednesday,6.0,17.14,14,80.0,,,,,19.477043010752688,-2.337043010752687,Significantly colder
2012-09-06,Thursday,7.0,16.11,14,,,,,,19.477043010752688,-3.3670430107526883,Significantly colder
2012-09-07,Friday,7.0,16.12,12,58.0,,,,,19.477043010752688,-3.3570430107526867,Significantly colder
2012-09-08,Saturday,5.0,18.46,16,51.0,,,,,19.477043010752688,-1.0170430107526869,Slightly colder
2012-09-09,Sunday,4.0,21.08,6,,,,,,19.477043010752688,1.6029569892473106,Slightly warmer
2012-09-10,Monday,4.0,23.12,12,,,,,,17.447688172043012,5.672311827956989,Significantly warmer
2012-09-11,Tuesday,7.0,17.09,12,61.0,,,,,17.447688172043012,-0.3576881720430123,Normal
2012-09-12,Wednesday,4.0,13.96,12,80.0,,,,,17.447688172043012,-3.4876881720430113,Significantly colder
2012-09-13,Thursday,3.0,15.1,8,,,,,,17.447688172043012,-2.3476881720430125,Significantly colder
2012-09-14,Friday,8.0,13.71,16,61.0,,,,,17.447688172043012,-3.7376881720430113,Significantly colder
2012-09-15,Saturday,6.0,15.62,18,80.0,,,,,17.447688172043012,-1.827688172043013,Slightly colder
2012-09-16,Sunday,3.0,18.35,12,,,,,,17.447688172043012,0.9023118279569893,Slightly warmer
2012-09-17,Monday,4.0,17.44,14,25.0,,,,,16.62318918918919,0.8168108108108108,Slightly warmer
